,text,Label
252,It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,"(Category tensor(1), tensor(1), tensor([0.1862, 0.8138]))"
253,Dogwater,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
254,This game is so amazing,"(Category tensor(1), tensor(1), tensor([0.0109, 0.9891]))"
255,so very cute,"(Category tensor(1), tensor(1), tensor([0.0359, 0.9641]))"
256,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
257,If half brick studios reply to this comment with we are sorry they are g&y,"(Category tensor(1), tensor(1), tensor([5.3197e-04, 9.9947e-01]))"
258,LOVE THIS GAME,"(Category tensor(1), tensor(1), tensor([0.0615, 0.9385]))"
259,Hiii the best way Gauges 😝😝😝😝😝😝😝😝😝😝😝,"(Category tensor(0), tensor(0), tensor([0.6093, 0.3907]))"
260,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
261,Hatdog,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
262,One of the best games of all time,"(Category tensor(1), tensor(1), tensor([0.1293, 0.8707]))"
263,AR..😮😊,"(Category tensor(1), tensor(1), tensor([7.4434e-04, 9.9926e-01]))"
264,"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)","(Category tensor(1), tensor(1), tensor([1.4824e-04, 9.9985e-01]))"
265,Like the upgrades and missions,"(Category tensor(0), tensor(0), tensor([0.6537, 0.3463]))"
266,"I can't install the game, it won't let me.","(Category tensor(1), tensor(1), tensor([0.2029, 0.7971]))"
267,always liked this game,"(Category tensor(1), tensor(1), tensor([0.1352, 0.8648]))"
268,It is a really good game a bit better than the old one,"(Category tensor(0), tensor(0), tensor([0.6128, 0.3872]))"
269,So cool am game,"(Category tensor(1), tensor(1), tensor([0.0134, 0.9866]))"
270,Very addictive and super fun,"(Category tensor(1), tensor(1), tensor([8.6078e-04, 9.9914e-01]))"
271,Very nice game I'm like to this game thank you realize this game I'm not like game but now this the first time l like this game my name is akib l thank for you please send me the all game,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
272,Идите на улицу и знакомьтесь. Не в коем случае не платите за данное приложение!,"(Category tensor(1), tensor(1), tensor([1.3788e-07, 1.0000e+00]))"
273,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
274,Fake app it has blocked my account three different times when it doesn't go against the regulations i am very pissed about it i have contacted you guys with an email and you don't seem to get back to me so I'm uninstalling it you guys are fake,"(Category tensor(1), tensor(1), tensor([0.1032, 0.8968]))"
275,Great app,"(Category tensor(1), tensor(1), tensor([0.0450, 0.9550]))"
276,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!","(Category tensor(1), tensor(1), tensor([0.0014, 0.9986]))"
277,Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples account closed what the hell app is this!!,"(Category tensor(1), tensor(1), tensor([1.3111e-04, 9.9987e-01]))"
278,Bad app,"(Category tensor(1), tensor(1), tensor([0.0373, 0.9627]))"
279,"So far better and a good app, need to add video group messaging and share any important news with us.","(Category tensor(1), tensor(1), tensor([0.1650, 0.8350]))"
280,So so app only.,"(Category tensor(1), tensor(1), tensor([0.1268, 0.8732]))"
281,Cool and nice i actually met my wife there,"(Category tensor(1), tensor(1), tensor([0.3246, 0.6754]))"
282,"Hello. As a girl and a valid user of this platform, I am unhappy with your customer support deciding to PERMA ban my account based on one small community guideline breach, that was NOT expected, at all. See, since you advertise Instagram links on your platform, it came to my mind that I could just POST a small Twitch link in my bio. However, you guys said that that is such a HUGE community guideline BREACH that you just can't unban my account, and your front support desk THREATENED ME that if I even make another account with another PHONE NUMBER I will get banned again. Does this sound valid to you? I've used thousands of apps, and none of them had such harsh penalties for one small guideline breach, rather they would just inform you that you can't post links there. First, you did not make it clear at all, and second you're perma banning people just because of their lack of knowledge. I just want to say that any normal user like me would never bother reading guidelines, to say the least, and second, if you've just informed me that I've breached the ToS, I would never do it again. That's how Instagram works. They warn their users, because they CARE about their user's lives. You clearly DO NOT CARE because all you're in for is the money and treating people like TRASH. Now, since I am a Business woman myself, I will suggest your management team investigates this, since I believe this mistake was probably your POOR support desk's work, but if noone sends this matter to your management, I would be happy to find it myself, and have a little talk. :) Thanks!","(Category tensor(1), tensor(1), tensor([0.0026, 0.9974]))"
283,None yet,"(Category tensor(1), tensor(1), tensor([0.3824, 0.6176]))"
284,Im 74 dont give out. Card. For prove of age,"(Category tensor(1), tensor(1), tensor([2.6963e-04, 9.9973e-01]))"
285,"Always smiling and laughing, fannies and jokes","(Category tensor(1), tensor(1), tensor([2.7995e-05, 9.9997e-01]))"
286,Payment for credit is better with airtime,"(Category tensor(1), tensor(1), tensor([4.1242e-04, 9.9959e-01]))"
287,"You really shouldn't let MEN pose as women, I'm tired of searching through the swipe options and seeing dudes with full on beards, idc if that's what they identify as, I shouldn't have to see it if I don't want to.","(Category tensor(1), tensor(1), tensor([0.0153, 0.9847]))"
288,I like this app but I don't agree with having to pay for people that like you and there ghosted out.,"(Category tensor(1), tensor(1), tensor([0.1343, 0.8657]))"
289,Good so far hoping it gets better soon,"(Category tensor(1), tensor(1), tensor([0.1017, 0.8983]))"
290,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
291,"if you pay for a one day pass they will charge you everyday without your consent, be very carefull with their services","(Category tensor(1), tensor(1), tensor([2.1936e-04, 9.9978e-01]))"
292,I love this app if you're popular basically everything is free,"(Category tensor(1), tensor(1), tensor([0.0018, 0.9982]))"
293,"Why has my account been blocked, yet am over 18,so far am not practising any commercial activities you guys are unfair","(Category tensor(1), tensor(1), tensor([0.0303, 0.9697]))"
294,"My account has been blocked. I don’t know why I was just trying to get friends, hoping to get my account back. I taxted you in email","(Category tensor(1), tensor(1), tensor([0.0884, 0.9116]))"
295,Well,"(Category tensor(1), tensor(1), tensor([0.1511, 0.8489]))"
296,excellent,"(Category tensor(1), tensor(1), tensor([0.2360, 0.7640]))"
297,"They will steal 65$ dollars from you too.. Not a free app. Mantly troll girls also, soliciting webcam & more.. junk","(Category tensor(1), tensor(1), tensor([1.1426e-06, 1.0000e+00]))"
298,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
299,Guys are upgraded my app yesterday for one day and I cancelled but you keep getting my money why please stop cashing my money,"(Category tensor(1), tensor(1), tensor([0.0371, 0.9629]))"
300,4 Year are Goo,"(Category tensor(1), tensor(1), tensor([0.1233, 0.8767]))"
301,It's good ✌️,"(Category tensor(1), tensor(1), tensor([3.3849e-04, 9.9966e-01]))"
302,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
303,"Отличное нововведение со статусом прочтения. И однажды узнал, как знакомой дали пожизненный премиум вообще ни за что.","(Category tensor(1), tensor(1), tensor([1.0356e-07, 1.0000e+00]))"
304,والله للصراحة تطبيق حلو وحقيقي لكن دفع المصاري ليش؟؟؟,"(Category tensor(1), tensor(1), tensor([6.5179e-08, 1.0000e+00]))"
305,Cool,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
306,جميل,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
307,perfect,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
308,"Just when I was getting to meet people and make friends then wow I account was blocked for violating rules ,which I know very well that I did not do not pleased with this please fix it","(Category tensor(1), tensor(1), tensor([0.2994, 0.7006]))"
309,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
310,Some things are expensive but good app,"(Category tensor(1), tensor(1), tensor([0.0034, 0.9966]))"
311,Error.. network unavailablr,"(Category tensor(1), tensor(1), tensor([0.0021, 0.9979]))"
312,It's brilliant i wonder if you could my account a few years ago i payed 59 99 yet for some reason you i do not have everything i thought it was for life so sorry for asking this thank you.,"(Category tensor(1), tensor(1), tensor([0.2713, 0.7287]))"
313,"I have been restricted from logging into my account, why?","(Category tensor(1), tensor(1), tensor([0.0696, 0.9304]))"
314,This app is a very good app all you need to do is to follow the rules and enjoy the app,"(Category tensor(1), tensor(1), tensor([4.6833e-05, 9.9995e-01]))"
315,"Extreme shortage of quality women. Like extremely endangered species shortage. Filter system is lame. Can't choose ethnicity or if they have kids or not, so all I'm seeing are single moms who don't speak English. For some reason, it also resets after a couple of swipes. Very frustrating and a WASTE OF MONEY.","(Category tensor(1), tensor(1), tensor([0.0405, 0.9595]))"
316,"95%fake profiles, no1 will talk to you 2-16-20 After you pay to activate premium they still want you to pay more for credits,. So basically they lie for what activating premium does.! 7-3-19 4-18-19 still no email response! Says the persons location is semi close to you then when you start chatting after liking eachother there real location shows up, thousands of miles away.! Great scam guys.11-19-19 Even if you block someone it still notifies you when they come online smh","(Category tensor(1), tensor(1), tensor([7.6403e-05, 9.9992e-01]))"
317,Can't cancel my subscription,"(Category tensor(1), tensor(1), tensor([0.0098, 0.9902]))"
318,"Super chafa, no hay nadaaaa bueno","(Category tensor(1), tensor(1), tensor([3.4231e-04, 9.9966e-01]))"
319,As not on to much haven't had to much luck in same interests or compatibility or vibes.,"(Category tensor(1), tensor(1), tensor([0.0013, 0.9987]))"
320,"Would stay aways from this app , distance is a lie and a load off Philippines people trying to get money out off you lol Dodgy app","(Category tensor(1), tensor(1), tensor([0.0088, 0.9912]))"
321,Good dating site,"(Category tensor(1), tensor(1), tensor([0.0130, 0.9870]))"
322,I loved ♥,"(Category tensor(1), tensor(1), tensor([0.1661, 0.8339]))"
323,Hey why can't i connect to the app after updating it. Before it worked just fine now its always offline.,"(Category tensor(1), tensor(1), tensor([0.0182, 0.9818]))"
324,I'm an attractive guy but never got a message. It's all prostitute's,"(Category tensor(1), tensor(1), tensor([2.2416e-04, 9.9978e-01]))"
325,Lovely it's worth the download I've met many wonderful people from different parts of the globe and I'm looking to meet alot more,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
326,Correct app,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
327,"Wasting time , hundred choice no one contact no one sending message","(Category tensor(1), tensor(1), tensor([4.5100e-05, 9.9995e-01]))"
328,Easy to connect with people,"(Category tensor(1), tensor(1), tensor([0.4371, 0.5629]))"
329,Thanks a lot,"(Category tensor(1), tensor(1), tensor([0.2233, 0.7767]))"
330,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
331,Great,"(Category tensor(1), tensor(1), tensor([0.2377, 0.7623]))"
332,Lovely 💋♥️⚽,"(Category tensor(1), tensor(1), tensor([1.3286e-04, 9.9987e-01]))"
333,"i have been using this app since 4 years, its good, but i dont like the new latest update version and its policies, because we cannot see notification about seen messages, and the likes in search area are limited now, before its limit upto 600 or more then it, but now just after 20 or 30 likes they request to charge, you should change this policey for to make a lot users, because in poor countries people cannot pay a lot money for it, so, they can enjoy as your free offers, kindly change it,","(Category tensor(1), tensor(1), tensor([0.0015, 0.9985]))"
334,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
335,Nunca he pagado y se ha conseguido,"(Category tensor(1), tensor(1), tensor([8.4588e-06, 9.9999e-01]))"
336,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
337,👍,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
338,Ads Ads Ads,"(Category tensor(0), tensor(0), tensor([0.8527, 0.1473]))"
339,Badoo is wonderful. Thank you very much,"(Category tensor(1), tensor(1), tensor([0.0035, 0.9965]))"
340,"Good app, I like it 😁👍","(Category tensor(1), tensor(1), tensor([0.0028, 0.9972]))"
341,I got everything I want here,"(Category tensor(1), tensor(1), tensor([0.0169, 0.9831]))"
342,Wonderfull,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
343,Not too Bad,"(Category tensor(0), tensor(0), tensor([0.8474, 0.1526]))"
344,No room on phone to add apps! Unable to check your matches!,"(Category tensor(1), tensor(1), tensor([0.0110, 0.9890]))"
345,Not cool. What a trap. I get that you need to make money on it. But seriously.,"(Category tensor(1), tensor(1), tensor([0.0119, 0.9881]))"
346,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
347,If i could five this app -1 i would.. very bad at rewards and if you pay they trick you into spending more money.. sat next to a fellow badoo user and both liked each other... it wont match like they suggested.. uninstall...,"(Category tensor(1), tensor(1), tensor([3.7836e-04, 9.9962e-01]))"
348,Brilliant app,"(Category tensor(1), tensor(1), tensor([0.1174, 0.8826]))"
349,"I've had this app for as long as I can remember; this time I get on it or just check out my stuff and I get a blocked account or something else has happened, just help me out will you","(Category tensor(1), tensor(1), tensor([0.0367, 0.9633]))"
350,Very good true to their word. Great experience,"(Category tensor(1), tensor(1), tensor([0.0082, 0.9918]))"
351,I like it very much... very good app,"(Category tensor(1), tensor(1), tensor([0.0030, 0.9970]))"
352,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
353,"Honestly. Just a terrible dating app. No way to shut down profile when done with it, unless you pay.....So basically all profiles are old or fake or nasty. What a scam for data","(Category tensor(1), tensor(1), tensor([2.6473e-04, 9.9974e-01]))"
